date,date_dt,season,block_id,cultivar,file,eta_mm,eto_mm,ndvi
2024-09-06,2024-09-06,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-06_10m.tif,1.175463,2.630209,0.6231685280799866
2024-09-07,2024-09-07,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-07_10m.tif,1.2746307,2.8520079,
2024-09-08,2024-09-08,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-08_10m.tif,1.0731267,2.4011176,
2024-09-09,2024-09-09,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-09_10m.tif,1.5788609,3.5325654,
2024-09-10,2024-09-10,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-10_10m.tif,1.7670186,3.953808,
2024-09-11,2024-09-11,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-11_10m.tif,1.7372712,3.9167364,0.5771193504333496
2024-09-12,2024-09-12,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-12_10m.tif,1.0427594,2.350865,
2024-09-13,2024-09-13,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-13_10m.tif,1.0383816,2.3410344,
2024-09-14,2024-09-14,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-14_10m.tif,1.3550402,3.054948,
2024-09-15,2024-09-15,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-15_10m.tif,0.8863256,1.9981639,
2024-09-16,2024-09-16,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-16_10m.tif,1.3382946,3.0979373,0.5079394578933716
2024-09-17,2024-09-17,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-17_10m.tif,1.2634169,2.9246078,
2024-09-18,2024-09-18,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-18_10m.tif,0.5436391,1.258434,
2024-09-19,2024-09-19,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-19_10m.tif,1.1601579,2.6855845,
2024-09-20,2024-09-20,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-20_10m.tif,1.7041752,3.9445589,
2024-09-21,2024-09-21,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-21_10m.tif,1.9238815,4.5686035,0.4479653537273407
2024-09-22,2024-09-22,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-22_10m.tif,2.053017,4.875464,
2024-09-23,2024-09-23,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-23_10m.tif,1.9156951,4.549715,
2024-09-24,2024-09-24,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-24_10m.tif,1.2725883,3.022222,
2024-09-25,2024-09-25,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-25_10m.tif,1.0445799,2.480677,
2024-09-26,2024-09-26,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-26_10m.tif,1.1346164,2.5943482,0.41576269268989563
2024-09-27,2024-09-27,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-27_10m.tif,1.3223393,3.0235903,
2024-09-28,2024-09-28,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-28_10m.tif,0.6508088,1.4880706,
2024-09-29,2024-09-29,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-29_10m.tif,0.750467,1.7159691,
2024-09-30,2024-09-30,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-09-30_10m.tif,0.89491725,2.0462248,
2024-10-01,2024-10-01,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-01_10m.tif,1.1070669,2.5313394,
2024-10-02,2024-10-02,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-02_10m.tif,2.0541632,4.696883,
2024-10-03,2024-10-03,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-03_10m.tif,2.6527965,6.0658216,
2024-10-04,2024-10-04,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-04_10m.tif,2.5420017,5.8126483,
2024-10-05,2024-10-05,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-05_10m.tif,2.3799303,5.44203,
2024-10-06,2024-10-06,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-06_10m.tif,2.4565036,5.565754,0.44256600737571716
2024-10-07,2024-10-07,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-07_10m.tif,2.7056034,6.1296906,
2024-10-08,2024-10-08,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-08_10m.tif,1.7952739,4.0674577,
2024-10-09,2024-10-09,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-09_10m.tif,1.326746,3.005817,
2024-10-10,2024-10-10,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-10_10m.tif,1.3154855,2.9800656,
2024-10-11,2024-10-11,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-11_10m.tif,1.7352958,4.0484686,0.4909432828426361
2024-10-12,2024-10-12,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-12_10m.tif,1.591646,3.7133005,
2024-10-13,2024-10-13,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-13_10m.tif,1.6087382,3.7530708,
2024-10-14,2024-10-14,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-14_10m.tif,1.9354734,4.5148387,
2024-10-15,2024-10-15,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-15_10m.tif,2.905217,6.7773247,
2024-10-16,2024-10-16,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-16_10m.tif,2.439842,5.5524945,0.5334131121635437
2024-10-17,2024-10-17,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-17_10m.tif,1.311245,2.9838889,
2024-10-18,2024-10-18,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-18_10m.tif,1.701365,3.8715518,
2024-10-19,2024-10-19,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-19_10m.tif,1.5925686,3.6243918,
2024-10-20,2024-10-20,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-20_10m.tif,2.0487287,4.6619277,
2024-10-21,2024-10-21,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-21_10m.tif,2.3195784,5.278766,
2024-10-22,2024-10-22,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-22_10m.tif,2.612595,5.9454975,
2024-10-23,2024-10-23,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-23_10m.tif,2.6694791,6.075111,
2024-10-24,2024-10-24,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-24_10m.tif,2.0726557,4.7171087,
2024-10-25,2024-10-25,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-25_10m.tif,2.194711,4.9946427,
2024-10-26,2024-10-26,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-26_10m.tif,2.5091484,5.473712,0.5674078464508057
2024-10-27,2024-10-27,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-27_10m.tif,0.9902131,2.1600635,
2024-10-28,2024-10-28,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-28_10m.tif,1.3291016,2.899245,
2024-10-29,2024-10-29,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-29_10m.tif,1.7124147,3.7355006,
2024-10-30,2024-10-30,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-30_10m.tif,2.716577,5.9262247,
2024-10-31,2024-10-31,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-10-31_10m.tif,2.5967076,5.9656534,0.6323906183242798
2024-11-01,2024-11-01,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-01_10m.tif,2.3611417,5.424532,
2024-11-02,2024-11-02,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-02_10m.tif,1.8404613,4.228159,
2024-11-03,2024-11-03,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-03_10m.tif,1.848525,4.2465973,
2024-11-04,2024-11-04,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-04_10m.tif,1.1787758,2.7079515,
2024-11-05,2024-11-05,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-05_10m.tif,-5972.6855,4.0272274,-5973.21533203125
2024-11-06,2024-11-06,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-06_10m.tif,-5972.397,5.582694,
2024-11-07,2024-11-07,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-07_10m.tif,-5972.153,6.9137745,
2024-11-08,2024-11-08,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-08_10m.tif,-5972.3213,5.9905267,
2024-11-09,2024-11-09,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-09_10m.tif,-5972.26,6.329178,
2024-11-10,2024-11-10,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-10_10m.tif,-5972.8364,3.2081757,
2024-11-11,2024-11-11,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-11_10m.tif,-5972.3066,6.072205,
2024-11-12,2024-11-12,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-12_10m.tif,-5972.502,5.012201,
2024-11-13,2024-11-13,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-13_10m.tif,-5972.3193,6.0117803,
2024-11-14,2024-11-14,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-14_10m.tif,-5972.129,7.037735,
2024-11-15,2024-11-15,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-15_10m.tif,2.993023,6.4453654,0.6839287877082825
2024-11-16,2024-11-16,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-16_10m.tif,2.6486943,5.7037697,
2024-11-17,2024-11-17,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-17_10m.tif,2.8032863,6.0367703,
2024-11-18,2024-11-18,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-18_10m.tif,2.3756404,5.11566,
2024-11-19,2024-11-19,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-19_10m.tif,2.7958772,6.0205393,
2024-11-20,2024-11-20,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-20_10m.tif,2.9439135,5.726886,0.5592458248138428
2024-11-21,2024-11-21,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-21_10m.tif,2.9160774,5.6728253,
2024-11-22,2024-11-22,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-22_10m.tif,2.2384481,4.354603,
2024-11-23,2024-11-23,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-23_10m.tif,2.715927,5.2834725,
2024-11-24,2024-11-24,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-24_10m.tif,3.1361856,6.101002,
2024-11-25,2024-11-25,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-25_10m.tif,2.4101171,4.311867,0.565517008304596
2024-11-26,2024-11-26,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-26_10m.tif,1.5658768,2.8014133,
2024-11-27,2024-11-27,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-27_10m.tif,2.2226386,3.976432,
2024-11-28,2024-11-28,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-28_10m.tif,3.5513349,6.353617,
2024-11-29,2024-11-29,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-29_10m.tif,3.7028074,6.6247454,
2024-11-30,2024-11-30,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-11-30_10m.tif,3.2434752,6.290042,0.5444055795669556
2024-12-01,2024-12-01,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-01_10m.tif,2.9966094,5.8113017,
2024-12-02,2024-12-02,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-02_10m.tif,2.6647758,5.1677876,
2024-12-03,2024-12-03,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-03_10m.tif,2.2587988,4.3804708,
2024-12-04,2024-12-04,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-04_10m.tif,2.922564,5.667725,
2024-12-05,2024-12-05,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-05_10m.tif,2.405021,4.664031,
2024-12-06,2024-12-06,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-06_10m.tif,0.96048474,1.862672,
2024-12-07,2024-12-07,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-07_10m.tif,2.7791648,5.38962,
2024-12-08,2024-12-08,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-08_10m.tif,2.9866383,5.791971,
2024-12-09,2024-12-09,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-09_10m.tif,3.4663932,6.722383,
2024-12-10,2024-12-10,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-10_10m.tif,3.1635404,6.3877726,0.5650823712348938
2024-12-11,2024-12-11,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-11_10m.tif,2.8299482,5.713694,
2024-12-12,2024-12-12,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-12_10m.tif,2.0135198,4.06496,
2024-12-13,2024-12-13,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-13_10m.tif,2.0656738,4.170302,
2024-12-14,2024-12-14,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-14_10m.tif,3.0438313,6.1456137,
2024-12-15,2024-12-15,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-15_10m.tif,1.2666057,2.5569043,
2024-12-16,2024-12-16,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-16_10m.tif,2.3705313,4.785919,
2024-12-17,2024-12-17,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-17_10m.tif,2.1525824,4.3458357,
2024-12-18,2024-12-18,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-18_10m.tif,3.1090648,6.277069,
2024-12-19,2024-12-19,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-19_10m.tif,3.1563435,6.3726654,
2024-12-20,2024-12-20,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-20_10m.tif,3.0814314,5.808043,0.5219629406929016
2024-12-21,2024-12-21,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-21_10m.tif,3.5007768,6.5985513,
2024-12-22,2024-12-22,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-22_10m.tif,3.6845746,6.944932,
2024-12-23,2024-12-23,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-23_10m.tif,2.9284585,5.5194693,
2024-12-24,2024-12-24,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-24_10m.tif,4.1987777,7.91411,
2024-12-25,2024-12-25,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-25_10m.tif,4.469403,8.16586,0.5429829955101013
2024-12-26,2024-12-26,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-26_10m.tif,4.4776278,8.181111,
2024-12-27,2024-12-27,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-27_10m.tif,2.6639965,4.8671484,
2024-12-28,2024-12-28,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-28_10m.tif,3.375083,6.1664352,
2024-12-29,2024-12-29,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-29_10m.tif,3.185235,5.8194838,
2024-12-30,2024-12-30,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-30_10m.tif,3.1180525,5.6965923,
2024-12-31,2024-12-31,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2024-12-31_10m.tif,3.0764456,5.6207185,
2025-01-01,2025-01-01,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-01_10m.tif,3.3043213,6.0371733,
2025-01-02,2025-01-02,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-02_10m.tif,3.34466,6.1108093,
2025-01-03,2025-01-03,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-03_10m.tif,3.561137,6.5063767,
2025-01-04,2025-01-04,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-04_10m.tif,3.2022893,6.2448435,0.5377238988876343
2025-01-05,2025-01-05,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-05_10m.tif,2.6320446,5.132862,
2025-01-06,2025-01-06,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-06_10m.tif,3.0074785,5.865007,
2025-01-07,2025-01-07,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-07_10m.tif,2.8887157,5.633358,
2025-01-08,2025-01-08,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-08_10m.tif,2.5876307,5.0462017,
2025-01-09,2025-01-09,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-09_10m.tif,2.8379567,5.534371,
2025-01-10,2025-01-10,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-10_10m.tif,2.6721504,5.2110677,
2025-01-11,2025-01-11,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-11_10m.tif,2.8880224,5.632001,
2025-01-12,2025-01-12,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-12_10m.tif,2.8834372,5.623104,
2025-01-13,2025-01-13,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-13_10m.tif,3.5812433,6.9838715,
2025-01-14,2025-01-14,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-14_10m.tif,1.9438151,3.790725,
2025-01-15,2025-01-15,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-15_10m.tif,2.6004467,5.0712657,
2025-01-16,2025-01-16,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-16_10m.tif,3.439305,6.7070885,
2025-01-17,2025-01-17,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-17_10m.tif,3.5556,6.9337983,
2025-01-18,2025-01-18,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-18_10m.tif,2.9484587,5.7498136,
2025-01-19,2025-01-19,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-19_10m.tif,3.0317748,5.7596936,0.5285651087760925
2025-01-20,2025-01-20,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-20_10m.tif,2.9363236,5.5784893,
2025-01-21,2025-01-21,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-21_10m.tif,4.0386276,7.672743,
2025-01-22,2025-01-22,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-22_10m.tif,3.987147,7.574627,
2025-01-23,2025-01-23,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-23_10m.tif,3.077207,5.8460593,
2025-01-24,2025-01-24,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-24_10m.tif,2.9567409,5.916749,0.5054289102554321
2025-01-25,2025-01-25,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-25_10m.tif,3.214691,6.43293,
2025-01-26,2025-01-26,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-26_10m.tif,3.0757396,6.1548967,
2025-01-27,2025-01-27,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-27_10m.tif,2.534382,5.0716558,
2025-01-28,2025-01-28,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-28_10m.tif,3.9580781,7.920641,
2025-01-29,2025-01-29,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-29_10m.tif,3.585828,7.1756725,
2025-01-30,2025-01-30,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-30_10m.tif,2.3807988,4.764305,
2025-01-31,2025-01-31,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-01-31_10m.tif,1.9738709,3.9499698,
2025-02-01,2025-02-01,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-01_10m.tif,2.8091016,5.6213474,
2025-02-02,2025-02-02,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-02_10m.tif,2.5522487,5.107386,
2025-02-03,2025-02-03,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-03_10m.tif,2.982776,5.9273777,0.5319591164588928
2025-02-04,2025-02-04,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-04_10m.tif,2.9135463,5.789801,
2025-02-05,2025-02-05,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-05_10m.tif,2.0040607,3.9826043,
2025-02-06,2025-02-06,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-06_10m.tif,3.358732,6.6746435,
2025-02-07,2025-02-07,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-07_10m.tif,3.5722349,7.0987988,
2025-02-08,2025-02-08,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-08_10m.tif,2.9040956,5.371938,0.5324901342391968
2025-02-09,2025-02-09,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-09_10m.tif,3.4569025,6.3944783,
2025-02-10,2025-02-10,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-10_10m.tif,3.9293594,7.268454,
2025-02-11,2025-02-11,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-11_10m.tif,4.24868,7.859151,
2025-02-12,2025-02-12,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-12_10m.tif,3.7787127,6.989965,
2025-02-13,2025-02-13,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-13_10m.tif,2.8387752,5.251096,
2025-02-14,2025-02-14,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-14_10m.tif,2.8704622,5.309708,
2025-02-15,2025-02-15,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-15_10m.tif,3.7791817,6.990658,
2025-02-16,2025-02-16,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-16_10m.tif,3.775186,6.9832535,
2025-02-17,2025-02-17,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-17_10m.tif,3.5599308,6.5850763,
2025-02-18,2025-02-18,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-18_10m.tif,3.7223058,6.941349,0.5242853760719299
2025-02-19,2025-02-19,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-19_10m.tif,3.9422677,7.3515687,
2025-02-20,2025-02-20,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-20_10m.tif,3.2262836,6.01633,
2025-02-21,2025-02-21,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-21_10m.tif,2.5159643,4.6917744,
2025-02-22,2025-02-22,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-22_10m.tif,2.6630738,4.966107,
2025-02-23,2025-02-23,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-23_10m.tif,2.5514557,4.7579474,
2025-02-24,2025-02-24,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-24_10m.tif,3.0026212,5.599289,
2025-02-25,2025-02-25,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-25_10m.tif,2.8164515,5.252135,
2025-02-26,2025-02-26,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-26_10m.tif,3.378894,6.3009977,
2025-02-27,2025-02-27,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-27_10m.tif,2.4840558,4.6322656,
2025-02-28,2025-02-28,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-02-28_10m.tif,1.9798423,3.6919918,
2025-03-01,2025-03-01,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-01_10m.tif,2.2699578,4.232991,
2025-03-02,2025-03-02,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-02_10m.tif,3.5044162,6.535069,
2025-03-03,2025-03-03,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-03_10m.tif,2.9821513,5.5611343,
2025-03-04,2025-03-04,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-04_10m.tif,1.9987243,3.7272265,
2025-03-05,2025-03-05,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-05_10m.tif,2.1845262,4.073698,
2025-03-06,2025-03-06,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-06_10m.tif,2.0773053,3.8737574,
2025-03-07,2025-03-07,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-07_10m.tif,2.8110425,5.2420187,
2025-03-08,2025-03-08,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-08_10m.tif,2.9120364,5.430367,
2025-03-09,2025-03-09,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-09_10m.tif,2.1359334,3.9831157,
2025-03-10,2025-03-10,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-10_10m.tif,2.2812216,4.2260365,0.5374024510383606
2025-03-11,2025-03-11,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-11_10m.tif,3.1156952,5.7719502,
2025-03-12,2025-03-12,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-12_10m.tif,3.2862875,6.087957,
2025-03-13,2025-03-13,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-13_10m.tif,2.7413821,5.078487,
2025-03-14,2025-03-14,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-14_10m.tif,3.329538,6.16814,
2025-03-15,2025-03-15,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-15_10m.tif,2.2782815,4.2205915,
2025-03-16,2025-03-16,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-16_10m.tif,2.1762116,4.0315175,
2025-03-17,2025-03-17,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-17_10m.tif,2.3517787,4.3567896,
2025-03-18,2025-03-18,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-18_10m.tif,2.8575387,5.2936854,
2025-03-19,2025-03-19,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-19_10m.tif,3.0792189,5.704352,
2025-03-20,2025-03-20,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-20_10m.tif,2.088381,3.8687372,
2025-03-21,2025-03-21,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-21_10m.tif,0.7589178,1.4059224,
2025-03-22,2025-03-22,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-22_10m.tif,1.2298669,2.2783823,
2025-03-23,2025-03-23,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-23_10m.tif,1.1315813,2.0963163,
2025-03-24,2025-03-24,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-24_10m.tif,1.7808642,3.2991362,
2025-03-25,2025-03-25,2024_2025,R5b,CabernetSauvignon,ETa_Tokara_2025-03-25_10m.tif,1.4640694,2.7122784,
